Symbol,Name,Outstanding,IPO Year,Sector,Industry
SPWR,SunPower Corporation Common Stock,175191707,2005,Technology,Semiconductors
SPXC,SPX Technologies Inc. Common Stock,45590461,,Industrials,Industrial Machinery/Components
SPXX,Nuveen S&P 500 Dynamic Overwrite Fund,0,,Finance,Trusts Except Educational Religious and Charitable
SQ,Block Inc. Class A Common Stock,610076191,2015,Technology,Computer Software: Prepackaged Software
SQFT,Presidio Property Trust Inc. Class A Common Stock,13075199,2020,Real Estate,Real Estate Investment Trusts
SQFTP,Presidio Property Trust Inc. 9.375% Series D Cumulative Redeemable Perpetual Preferred Stock $0.01 par value per share,13075198,,Real Estate,Real Estate Investment Trusts
SQFTW,Presidio Property Trust Inc. Series A Common Stock Purchase Warrants,13075200,,Real Estate,Real Estate Investment Trusts
SQL,SeqLL Inc. Common stock,13886379,2021,Health Care,Medical Specialities
SQLLW,SeqLL Inc. Warrant,13886372,2021,Health Care,Medical Specialities
SQM,Sociedad Quimica y Minera S.A. Common Stock,285638456,1993,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SQNS,Sequans Communications S.A. American Depositary Shares,48356619,2011,Technology,Semiconductors
SQSP,Squarespace Inc. Class A Common Stock,135139769,2021,Technology,Computer Software: Prepackaged Software
SR,Spire Inc. Common Stock,52603137,,Utilities,Oil/Gas Transmission
SR^A,Spire Inc. Depositary Shares each representing a 1/1000th interest in a share of 5.90% Series A Cumulative Redeemable Perpetual Preferred Stock,-1,,Miscellaneous,Miscellaneous
SRAD,Sportradar Group AG Class A Ordinary Shares,206850000,2021,Technology,Computer Software: Programming Data Processing
SRC,Spirit Realty Capital Inc. Common Stock,141331357,2013,Real Estate,Building operators
SRC^A,Spirit Realty Capital Inc. 6.000% Series A Cumulative Redeemable Preferred Stock,-1,,Miscellaneous,Miscellaneous
SRCE,1st Source Corporation Common Stock,24687880,,Finance,Major Banks
SRCL,Stericycle Inc. Common Stock,92521649,1996,Industrials,Environmental Services
SRDX,Surmodics Inc. Common Stock,14134000,1998,Health Care,Medical/Dental Instruments
SRE,DBA Sempra Common Stock,314653565,,Utilities,Oil/Gas Transmission
SREA,DBA Sempra 5.750% Junior Subordinated Notes due 2079,314653564,2019,Utilities,Natural Gas Distribution
SRFM,Surf Air Mobility Inc. Common Stock,0,2023,Consumer Discretionary,Transportation Services
SRG,Seritage Growth Properties Class A Common Stock,56171568,2015,Finance,Real Estate
SRG^A,Seritage Growth Properties 7.00% Series A Cumulative Redeemable Preferred Shares of Beneficial Interest,-1,,Miscellaneous,Miscellaneous
SRI,Stoneridge Inc. Common Stock,27521832,1997,Consumer Discretionary,Auto Parts:O.E.M.
SRL,Scully Royalty Ltd.,14822251,,Consumer Discretionary,Professional Services
SRPT,Sarepta Therapeutics Inc. Common Stock (DE),93278901,,Health Care,Biotechnology: Pharmaceutical Preparations
SRRK,Scholar Rock Holding Corporation Common Stock,56232371,2018,Health Care,Biotechnology: Pharmaceutical Preparations
SRT,StarTek Inc. Common Stock,40323930,1997,Consumer Discretionary,Business Services
SRTS,Sensus Healthcare Inc. Common Stock,16396765,2016,Health Care,Medical/Dental Instruments
SRV,NXG Cushing Midstream Energy Fund Common Shares of Beneficial Interest,0,,Finance,Finance Companies
SRZN,Surrozen Inc. Common Stock,30575449,,Health Care, Medicinal Chemicals and Botanical Products 
SRZNW,Surrozen Inc. Warrant,30575439,,Health Care, Medicinal Chemicals and Botanical Products 
SSB,SouthState Corporation Common Stock,76006490,,Finance,Major Banks
SSBI,Summit State Bank Common Stock,6673130,2006,Finance,Major Banks
SSBK,Southern States Bancshares Inc. Common Stock,8731427,2021,Finance,Commercial Banks
SSD,Simpson Manufacturing Company Inc. Common Stock,42672847,,Consumer Discretionary,Industrial Machinery/Components
SSIC,Silver Spike Investment Corp. Common Stock,6214672,2022,Health Care, Medicinal Chemicals and Botanical Products 
SSKN,Strata Skin Sciences Inc. Common Stock,34913885,2005,Health Care,Medical/Dental Instruments
SSL,Sasol Ltd. American Depositary Shares,635676817,,Energy,Oil & Gas Production
SSNC,SS&C Technologies Holdings Inc. Common Stock,248088386,2010,Technology,Computer Software: Prepackaged Software
SSNT,SilverSun Technologies Inc. Common Stock,5256177,,Technology,EDP Services
SSP,E.W. Scripps Company (The) Class A Common Stock,84478474,,Industrials,Broadcasting
SSRM,SSR Mining Inc. Common Stock,206653000,,Industrials,Precious Metals
SSSS,SuRo Capital Corp. Common Stock,25398640,2011,Finance,Finance: Consumer Services
SSSSL,SuRo Capital Corp. 6.00% Notes due 2026,25398640,,Finance,Finance/Investors Services
SST,System1 Inc. Class A Common Stock,114959731,2020,Consumer Discretionary,Diversified Commercial Services
SSTI,SoundThinking Inc. Common Stock,12245300,2017,Technology,Computer Software: Prepackaged Software
SSTK,Shutterstock Inc. Common Stock,36078719,2012,Technology,EDP Services
SSU,SIGNA Sports United N.V. Ordinary Share,387577386,2021,Consumer Discretionary,Other Specialty Stores
SSY,SunLink Health Systems Inc. Common Stock,7031603,1996,Health Care,Hospital/Nursing Management
SSYS,Stratasys Ltd. Ordinary Shares (Israel),67085917,1994,Technology,Computer peripheral equipment
ST,Sensata Technologies Holding plc Ordinary Shares,152422440,2010,Industrials,Industrial Machinery/Components
STAA,STAAR Surgical Company Common Stock,48499891,,Health Care,Ophthalmic Goods
STAF,Staffing 360 Solutions Inc. Common Stock (DE),4311020,,Consumer Discretionary,Professional Services
STAG,Stag Industrial Inc. Common Stock,179664319,2011,Real Estate,Real Estate Investment Trusts
STBA,S&T Bancorp Inc. Common Stock,38241917,,Finance,Major Banks
STBX,Starbox Group Holdings Ltd. Ordinary Shares,63130000,2022,Consumer Discretionary,Advertising
STC,Stewart Information Services Corporation Common Stock,27346402,,Finance,Specialty Insurers
STCN,Steel Connect Inc. Common Stock,60657539,,Consumer Discretionary,Advertising
STE,STERIS plc (Ireland) Ordinary Shares,42314213,,Health Care,Industrial Specialties
STEL,Stellar Bancorp Inc. Common Stock,53308244,,Finance,Major Banks
STEM,Stem Inc. Class A Common Stock,155802411,2020,Technology,Computer Software: Prepackaged Software
STEP,StepStone Group Inc. Class A Common Stock,109255011,2020,Finance,Finance/Investors Services
STER,Sterling Check Corp. Common Stock,96330894,2021,Technology,Computer Software: Prepackaged Software
STEW,SRH Total Return Fund Inc. Common Stock,0,,Finance,Investment Managers
STG,Sunlands Technology Group American Depositary Shares representing Class A ordinary shares,13852880,2018,Consumer Discretionary,Educational Services
STGW,Stagwell Inc. Class A Common Stock,268099827,,Consumer Discretionary,Advertising
STHO,Star Holdings Shares of Beneficial Interest,13319551,,Real Estate,Real Estate
STIM,Neuronetics Inc. Common Stock,28873388,2018,Health Care,Medical/Dental Instruments
STIX,Semantix Inc. Class A Ordinary Shares,98880044,,Technology,EDP Services
STIXW,Semantix Inc. Warrant,98880036,,Technology,EDP Services
STK,Columbia Seligman Premium Technology Growth Fund Inc,0,2009,Finance,Investment Managers
STKH,Steakholder Foods Ltd. American Depositary Shares,14647168,2021,Consumer Staples,Packaged Foods
STKL,SunOpta Inc. Common Stock,107948347,,Industrials,Farming/Seeds/Milling
STKS,The ONE Group Hospitality Inc. Common Stock,31622234,,Consumer Discretionary,Restaurants
STLA,Stellantis N.V. Common Shares,3132618655,2014,Consumer Discretionary,Auto Manufacturing
STLD,Steel Dynamics Inc.,165644386,1996,Industrials,Steel/Iron Ore
STM,STMicroelectronics N.V. Common Stock,903865763,,Technology,Semiconductors
STN,Stantec Inc Common Stock,111020982,,Consumer Discretionary,Military/Government/Technical
STNE,StoneCo Ltd. Class A Common Shares,281210000,2018,Technology,EDP Services
STNG,Scorpio Tankers Inc. Common Shares,55331699,2010,Consumer Discretionary,Marine Transportation
STOK,Stoke Therapeutics Inc. Common Stock,44257211,2019,Health Care,Biotechnology: Pharmaceutical Preparations
STR,Sitio Royalties Corp. Class A Common Stock,83840834,2022,Energy,Oil & Gas Production
STRA,Strategic Education Inc. Common Stock,24457442,1996,Consumer Discretionary,Educational Services
STRC,Sarcos Technology and Robotics Corporation Common Stock,25800000,,Industrials,Wholesale Distributors
STRCW,Sarcos Technology and Robotics Corporation Warrants,25800000,,Industrials,Wholesale Distributors
STRL,Sterling Infrastructure Inc. Common Stock,30818069,,Industrials,Military/Government/Technical
STRM,Streamline Health Solutions Inc. Common Stock,58610540,,Technology,EDP Services
STRO,Sutro Biopharma Inc. Common Stock,60416915,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
STRR,Star Equity Holdings Inc. Common Stock,15196090,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
STRRP,Star Equity Holdings Inc. Series A Cumulative Perpetual Preferred Stock,982145795,,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
STRS,Stratus Properties Inc. Common Stock,7955217,,Real Estate,Homebuilding
STRT,STRATTEC SECURITY CORPORATION Common Stock,4015984,,Consumer Discretionary,Auto Parts:O.E.M.
STRW,Strawberry Fields REIT Inc. Common Stock,6356856,2023,Real Estate,Real Estate Investment Trusts
STSS,Sharps Technology Inc. Common Stock,11655936,2022,Health Care,Medical/Dental Instruments
STSSW,Sharps Technology Inc. Warrant,11655934,2022,Finance,Investment Bankers/Brokers/Service
STT,State Street Corporation Common Stock,318640320,,Finance,Major Banks
STT^D,State Street Corporation Depositary Shares representing 1/4000th Perpetual Preferred Series D,-1,,Miscellaneous,Miscellaneous
STT^G,State Street Corporation Depositary shares each representing a 1/4000th ownership interest in a share of Fixed-to-Floating Rate Non-Cumulative,-1,,Miscellaneous,Miscellaneous
STTK,Shattuck Labs Inc. Common Stock,42471288,2020,Health Care,Biotechnology: Pharmaceutical Preparations
STVN,Stevanato Group S.p.A. Ordinary Shares,34100000,2021,Consumer Discretionary,Containers/Packaging
STWD,STARWOOD PROPERTY TRUST INC. Starwood Property Trust Inc.,312777207,2009,Real Estate,Real Estate Investment Trusts
STX,Seagate Technology Holdings PLC Ordinary Shares (Ireland),207393242,2002,Technology,Electronic Components
STXS,Stereotaxis Inc. Common Stock,80678375,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
STZ,Constellation Brands Inc. Common Stock,183231967,,Consumer Staples,Beverages (Production/Distribution)
SU,Suncor Energy  Inc. Common Stock,1309647000,,Miscellaneous,Miscellaneous
SUAC,ShoulderUp Technology Acquisition Corp. Class A Common Stock,0,2022,Finance,Blank Checks
SUI,Sun Communities Inc. Common Stock,124418868,1993,Real Estate,Real Estate Investment Trusts
SUM,Summit Materials Inc. Class A Common Stock,118929510,2015,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SUN,Sunoco LP Common Units representing limited partner interests,100475878,2012,Energy,Integrated oil Companies
SUNL,Sunlight Financial Holdings Inc. Class A Common Stock,130370506,2021,Finance,Diversified Financial Services
SUNW,Sunworks Inc. Common Stock,36864406,,Miscellaneous,Industrial Machinery/Components
SUP,Superior Industries International Inc. Common Stock (DE),28091439,,Consumer Discretionary,Auto Parts:O.E.M.
SUPN,Supernus Pharmaceuticals Inc. Common Stock,54594401,2012,Health Care,Biotechnology: Pharmaceutical Preparations
SUPV,Grupo Supervielle S.A. American Depositary Shares each Representing five Class B shares,88882342,2016,Finance,Commercial Banks
SURF,Surface Oncology Inc. Common Stock,60824474,2018,Health Care,Biotechnology: Pharmaceutical Preparations
SURG,SurgePays Inc. Common Stock,14161855,,Consumer Discretionary,Advertising
SURGW,SurgePays Inc. Warrant,14161855,,Consumer Discretionary,Advertising
SUZ,Suzano S.A. American Depositary Shares (each representing One Ordinary Share),680631791,2018,Basic Materials,Paper
SVC,Service Properties Trust Common Stock,165464624,,Real Estate,Real Estate Investment Trusts
SVFD,Save Foods Inc. Common Stock,7004159,,Consumer Staples,Farming/Seeds/Milling
SVII,Spring Valley Acquisition Corp. II Class A Ordinary Shares,0,2022,Finance,Blank Checks
SVIIR,Spring Valley Acquisition Corp. II Rights,0,2022,Miscellaneous,Miscellaneous
SVM,Silvercorp Metals Inc. Common Shares,176771265,,Miscellaneous,Miscellaneous
SVRA,Savara Inc. Common Stock,114066079,,Health Care,Biotechnology: Pharmaceutical Preparations
SVRE,SaverOne 2014 Ltd. American Depositary Shares,5559999,2022,Miscellaneous,Miscellaneous
SVREW,SaverOne 2014 Ltd. Warrant,27780893,2022,Miscellaneous,Miscellaneous
SVT,Servotronics Inc. Common Stock,2525312,1970,Consumer Discretionary,Industrial Machinery/Components
SVV,Savers Value Village Inc. Common Stock,0,2023,Consumer Discretionary,Other Specialty Stores
SVVC,Firsthand Technology Value Fund Inc. Common Stock,0,,Finance,Finance/Investors Services
SWAG,Stran & Company Inc. Common Stock,18420263,2021,Consumer Discretionary,Advertising
SWAGW,Stran & Company Inc. Warrant,18420266,2021,Consumer Discretionary,Advertising
SWAV,ShockWave Medical Inc. Common Stock,36750396,2019,Health Care,Medical/Dental Instruments
SWBI,Smith & Wesson Brands Inc. Common Stock,45898110,,Industrials,Ordnance And Accessories
SWI,SolarWinds Corporation Common Stock,163697235,2018,Technology,Computer Software: Prepackaged Software
SWIM,Latham Group Inc. Common Stock,114841362,2021,Industrials,Plastic Products
SWK,Stanley Black & Decker Inc. Common Stock,153230046,,Consumer Discretionary,Industrial Machinery/Components
SWKH,SWK Holdings Corporation Common Stock,12815166,,Finance,Finance/Investors Services
SWKS,Skyworks Solutions Inc. Common Stock,159392574,,Technology,Semiconductors
SWN,Southwestern Energy Company Common Stock,1101463052,,Energy,Oil & Gas Production
SWSS,Springwater Special Situations Corp. Common stock,0,2021,Finance,Blank Checks
SWTX,SpringWorks Therapeutics Inc. Common Stock,62569814,2019,Health Care,Biotechnology: Pharmaceutical Preparations
SWVL,Swvl Holdings Corp Class A Common Shares,5480000,,Technology,Computer Software: Prepackaged Software
SWVLW,Swvl Holdings Corp Warrant,136316428,,Consumer Discretionary,Business Services
SWX,Southwest Gas Holdings Inc. Common Stock (DE),71336034,,Utilities,Oil & Gas Production
SWZ,Swiss Helvetia Fund Inc. (The) Common Stock,0,,Finance,Finance Companies
SXC,SunCoke Energy Inc. Common Stock,83756216,2011,Industrials,Steel/Iron Ore
SXI,Standex International Corporation Common Stock,11848938,,Industrials,Industrial Machinery/Components
SXT,Sensient Technologies Corporation Common Stock,42249904,,Industrials,Major Chemicals
SXTC,China SXT Pharmaceuticals Inc. Ordinary Shares,11434129,2019,Health Care,Biotechnology: Pharmaceutical Preparations
SXTP,60 Degrees Pharmaceuticals Inc. Common Stock,0,2023,Health Care,Biotechnology: Pharmaceutical Preparations
SXTPW,60 Degrees Pharmaceuticals Inc. Warrant,0,2023,Health Care,Biotechnology: Pharmaceutical Preparations
SY,So-Young International Inc. American Depository Shares,105096315,2019,Technology,EDP Services
SYBT,Stock Yards Bancorp Inc. Common Stock,29322661,,Finance,Major Banks
SYBX,Synlogic Inc. Common Stock,68211278,2015,Health Care,Biotechnology: Pharmaceutical Preparations
SYF,Synchrony Financial Common Stock,418183059,2014,Finance,Finance: Consumer Services
SYF^A,Synchrony Financial Depositary Shares each Representing a 1/40th Interest in a Share of 5.625% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series A,-1,,Miscellaneous,Miscellaneous
SYK,Stryker Corporation Common Stock,379778279,,Health Care,Medical/Dental Instruments
SYM,Symbotic Inc. Class A Common Stock,555847569,2021,Industrials,Industrial Machinery/Components
SYNA,Synaptics Incorporated Common Stock $0.001 Par Value,39523948,2002,Technology,Semiconductors
SYNH,Syneos Health Inc. Class A Common Stock,103719179,2014,Health Care,Biotechnology: Commercial Physical & Biological Resarch
SYPR,Sypris Solutions Inc. Common Stock,22383383,,Industrials,Industrial Machinery/Components
SYRS,Syros Pharmaceuticals Inc. Common Stock,20710046,2016,Health Care,Biotechnology: Pharmaceutical Preparations
SYT,SYLA Technologies Co. Ltd. American Depositary Shares,2582390000,2023,Finance,Real Estate
SYTA,Siyata Mobile Inc. Common Shares,1853955,2020,Telecommunications,Telecommunications Equipment
SYTAW,Siyata Mobile Inc. Warrant,1853950,2020,Industrials,Metal Fabrications
SYY,Sysco Corporation Common Stock,506682317,,Consumer Discretionary,Food Distributors
SZZL,Sizzle Acquisition Corp. Common stock,0,2022,Finance,Blank Checks
SZZLW,Sizzle Acquisition Corp. Warrant,0,2022,Finance,Blank Checks
T,AT&T Inc.,7149000000,,Telecommunications,Telecommunications Equipment
T^A,AT&T Inc. Depositary Shares each representing a 1/1000th interest in a share of 5.000% Perpetual Preferred Stock Series A,-1,,Miscellaneous,Miscellaneous
T^C,AT&T Inc. Depositary Shares each representing a 1/1000th interest in a share of 4.750% Perpetual Preferred Stock Series C,-1,,Miscellaneous,Miscellaneous
TAC,TransAlta Corporation Ordinary Shares,2799000000,,Utilities,Electric Utilities: Central
TACT,TransAct Technologies Incorporated Common Stock,9953692,1996,Technology,Computer peripheral equipment
TAIT,Taitron Components Incorporated Class A Common Stock,5996179,1995,Technology,Electronic Components
TAK,Takeda Pharmaceutical Company Limited American Depositary Shares (each representing 1/2 of a share of Common Stock),3100721558,2018,Health Care,Biotechnology: Pharmaceutical Preparations
TAL,TAL Education Group American Depositary Shares,636949167,,Consumer Discretionary,Educational Services
TALK,Talkspace Inc. Common Stock,166510245,2020,Health Care,Medical/Nursing Services
TALKW,Talkspace Inc. Warrant,166510244,2020,Health Care,Medical/Nursing Services
TALO,Talos Energy Inc. Common Stock,125555964,2018,Energy,Oil & Gas Production
TALS,Talaris Therapeutics Inc. Common Stock,42166024,2021,Health Care,Biotechnology: Pharmaceutical Preparations
TANH,Tantech Holdings Ltd. Common Shares,2220000,2015,Industrials,Major Chemicals
TAOP,Taoping Inc. Ordinary Shares ,1860190,,Technology,Computer Software: Prepackaged Software
TAP,Molson Coors Beverage Company Class B Common Stock,203522912,,Consumer Staples,Beverages (Production/Distribution)
TARA,Protara Therapeutics Inc.  Common Stock,11329080,2014,Health Care,Biotechnology: Pharmaceutical Preparations
TARO,Taro Pharmaceutical Industries Ltd. Ordinary Shares,37580000,,Health Care,Biotechnology: Pharmaceutical Preparations
TARS,Tarsus Pharmaceuticals Inc. Common Stock,26803732,2020,Health Care, Medicinal Chemicals and Botanical Products 
TASK,TaskUs Inc. Class A Common Stock,92986374,2021,Technology,Retail: Computer Software & Peripheral Equipment
TAST,Carrols Restaurant Group Inc. Common Stock,54065151,2006,Consumer Discretionary,Restaurants
TATT,TAT Technologies Ltd. Ordinary Shares,8910000,,Industrials,Aerospace
TAYD,Taylor Devices Inc. Common Stock,3509152,,Industrials,Industrial Machinery/Components
TBB,AT&T Inc. 5.350% Global Notes due 2066,7149000000,2017,Telecommunications,Telecommunications Equipment
TBBK,The Bancorp Inc Common Stock,54282056,2004,Finance,Major Banks
TBC,AT&T Inc. 5.625% Global Notes due 2067,7149000000,2018,Telecommunications,Telecommunications Equipment
TBCP,Thunder Bridge Capital Partners III Inc. Class A Common Stock,0,2021,Finance,Blank Checks
TBCPW,Thunder Bridge Capital Partners III Inc. Warrant,0,2021,Finance,Blank Checks
TBI,TrueBlue Inc. Common Stock,31004801,,Consumer Discretionary,Professional Services
TBIO,Telesis Bio Inc. Common Stock,29698496,2021,Health Care,Medical Specialities
TBLA,Taboola.com Ltd. Ordinary Shares,346247377,,Technology,Computer Software: Programming Data Processing
TBLAW,Taboola.com Ltd. Warrant,346247376,,Technology,Computer Software: Programming Data Processing
TBLD,Thornburg Income Builder Opportunities Trust Common Stock,32081883,2021,Finance,Investment Managers
TBLT,ToughBuilt Industries Inc. Common Stock,14946442,2018,Consumer Discretionary,Industrial Machinery/Components
TBLTW,ToughBuilt Industries Inc. Warrant,14946450,2018,Consumer Discretionary,Industrial Machinery/Components
TBMC,Trailblazer Merger Corporation I Class A Common Stock,0,2023,Finance,Blank Checks
TBMCR,Trailblazer Merger Corporation I Rights,0,2023,Finance,Blank Checks
TBNK,Territorial Bancorp Inc. Common Stock,8924930,2009,Finance,Savings Institutions
TBPH,Theravance Biopharma Inc. Ordinary Shares,52813104,,Health Care,Biotechnology: Pharmaceutical Preparations
TC,TuanChe Limited American Depositary Shares,24569063,2018,Consumer Discretionary,Business Services
TCBC,TC Bancshares Inc. Common Stock,4839381,2021,Finance,Major Banks
TCBI,Texas Capital Bancshares Inc. Common Stock,48000808,2003,Finance,Major Banks
TCBIO,Texas Capital Bancshares Inc. Depositary Shares 5.75% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series B,48000807,,Finance,Major Banks
TCBK,TriCo Bancshares Common Stock,33263344,,Finance,Major Banks
TCBP,TC BioPharm (Holdings) plc American Depositary Shares,2479960,2022,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TCBPW,TC BioPharm (Holdings) plc Warrants,949947,2022,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TCBS,Texas Community Bancshares Inc. Common Stock,3373723,2021,Finance,Banks
TCBX,Third Coast Bancshares Inc. Common Stock,13607057,2021,Finance,Banks
TCI,Transcontinental Realty Investors Inc. Common Stock,8639316,,Finance,Real Estate
TCJH,Top KingWin Ltd Class A Ordinary Shares,0,2023,Consumer Discretionary,Business Services
TCMD,Tactile Systems Technology Inc. Common Stock,23460961,2016,Health Care,Medical/Dental Instruments
TCN,Tricon Residential Inc. Common Shares,271970163,2021,Finance,Real Estate
TCOA,Zalatoris Acquisition Corp. Class A Common Stock,0,2022,Finance,Blank Checks
TCOM,Trip.com Group Limited American Depositary Shares,646066830,2003,Consumer Discretionary,Business Services
TCON,TRACON Pharmaceuticals Inc. Common Stock,24059459,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TCPC,BlackRock TCP Capital Corp. Common Stock,57767263,2012,Finance,Finance/Investors Services
TCRT,Alaunos Therapeutics Inc. Common Stock,240627054,,Health Care,Biotechnology: Pharmaceutical Preparations
TCRX,TScan Therapeutics Inc. Common Stock,24225953,2021,Health Care,Biotechnology: Pharmaceutical Preparations
TCS,Container Store (The) Common Stock,51392281,2013,Consumer Discretionary,Catalog/Specialty Distribution
TCX,Tucows Inc. Class A Common Stock,10793389,,Technology,EDP Services
TD,Toronto Dominion Bank (The) Common Stock,1830000000,,Finance,Commercial Banks
TDC,Teradata Corporation Common Stock,101100000,,Technology,Computer Software: Prepackaged Software
TDCX,TDCX Inc. American Depositary Shares each representing one Class A ordinary share,144918500,2021,Technology,EDP Services
TDF,Templeton Dragon Fund Inc. Common Stock,0,,Finance,Finance/Investors Services
TDG,Transdigm Group Incorporated Common Stock,54928292,2006,Industrials,Military/Government/Technical
TDOC,Teladoc Health Inc. Common Stock,164952114,2015,Health Care,Medical/Nursing Services
TDS,Telephone and Data Systems Inc. Common Shares,112757700,,Telecommunications,Telecommunications Equipment
TDS^U,Telephone and Data Systems Inc. Depositary Shares Each Representing a 1/1000th Interest in a 6.625% Series UU Cumulative Redeemable Perpetual Preferred Stock,-1,,Miscellaneous,Miscellaneous
TDS^V,Telephone and Data Systems Inc. Depositary Shares Each Representing a 1/1000th Interest in a 6.000% Series VV Cumulative Redeemable Perpetual Preferred Stock,-1,,Miscellaneous,Miscellaneous
TDUP,ThredUp Inc. Class A Common Stock,105469025,2021,Consumer Discretionary,Catalog/Specialty Distribution
TDW,Tidewater Inc. Common Stock,52666948,2017,Consumer Discretionary,Marine Transportation
TDY,Teledyne Technologies Incorporated Common Stock,47074610,,Industrials,Industrial Machinery/Components
TEAF,Ecofin Sustainable and Social Impact Term Fund,13491126,2019,Finance,Trusts Except Educational Religious and Charitable
TEAM,Atlassian Corporation Class A Common Stock,151880000,2015,Technology,Computer Software: Prepackaged Software
TECH,Bio-Techne Corp Common Stock,157436548,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TECK,Teck Resources Ltd Ordinary Shares,519700000,,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
TECTP,Tectonic Financial Inc. 9.00% Fixed-to-Floating Rate Series B Non-Cumulative Perpetual Preferred Stock,7068884,2019,Finance,Commercial Banks
TEDU,Tarena International Inc. American Depositary Shares,10754790,2014,Consumer Discretionary,Educational Services
TEF,Telefonica SA Common Stock,5775237553,1988,Telecommunications,Telecommunications Equipment
TEI,Templeton Emerging Markets Income Fund Inc. Common Stock,0,1993,Finance,Finance Companies
TEL,TE Connectivity Ltd. New Switzerland Registered Shares,313938622,,Technology,Industrial Machinery/Components
TELA,TELA Bio Inc. Common Stock,24447186,2019,Health Care,Medical/Dental Instruments
TELL,Tellurian Inc. Common Stock,581819726,,Finance,Investment Bankers/Brokers/Service
TELZ,Tellurian Inc. 8.25% Senior Notes due 2028,581819725,,Energy,Oil & Gas Production
TENB,Tenable Holdings Inc. Common Stock,115639014,2018,Technology,Computer Software: Prepackaged Software
TENK,TenX Keane Acquisition Ordinary Share,0,2022,Finance,Blank Checks
TENX,Tenax Therapeutics Inc. Common Stock,21777432,,Health Care,Biotechnology: Pharmaceutical Preparations
TEO,Telecom Argentina SA,430737601,,Telecommunications,Telecommunications Equipment
TER,Teradyne Inc. Common Stock,154013735,,Industrials,Electrical Products
TERN,Terns Pharmaceuticals Inc. Common Stock,61071897,2021,Health Care,Biotechnology: Pharmaceutical Preparations
TETE,Technology & Telecommunication Acquisition Corporation Class A Ordinary Shares,0,2022,Finance,Blank Checks
TETEU,Technology & Telecommunication Acquisition Corporation Unit,0,2022,Finance,Blank Checks
TEVA,Teva Pharmaceutical Industries Limited American Depositary Shares,1120650146,,Health Care,Biotechnology: Pharmaceutical Preparations
TEX,Terex Corporation Common Stock,67400000,,Industrials,Construction/Ag Equipment/Trucks
TFC,Truist Financial Corporation Common Stock,1331976019,,Finance,Major Banks
TFC^I,Truist Financial Corporation Depositary Shares,-1,,Miscellaneous,Miscellaneous
TFC^O,Truist Financial Corporation Depositary Shares Each Representing a 1/1000th Interest in a Share of Series O Non-Cumulative Perpetual Preferred Stock,-1,,Miscellaneous,Miscellaneous
TFC^R,Truist Financial Corporation Depositary Shares each representing 1/1000th interest in a share of Series R Non-Cumulative Perpetual Preferred Stock,-1,,Miscellaneous,Miscellaneous
TFFP,TFF Pharmaceuticals Inc. Common Stock,36193084,2019,Health Care,Biotechnology: Pharmaceutical Preparations
TFII,TFI International Inc. Common Shares,86771197,,Industrials,Trucking Freight/Courier Services
TFIN,Triumph Financial Inc. Common Stock,23275654,2014,Finance,Major Banks
TFINP,Triumph Financial Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of 7.125% Series C Fixed-Rate Non-Cumulative Perpetual Preferred Stock,23275654,,Finance,Major Banks
TFPM,Triple Flag Precious Metals Corp. Common Shares,200802143,2022,Miscellaneous,Miscellaneous
TFSA,Terra Income Fund 6 LLC 7.00% Notes due 2026,0,2021,Miscellaneous,Miscellaneous
TFSL,TFS Financial Corporation Common Stock,280329097,2007,Finance,Savings Institutions
TFX,Teleflex Incorporated Common Stock,46992159,,Health Care,Medical/Dental Instruments
TG,Tredegar Corporation Common Stock,33985684,,Industrials,Metal Fabrications
TGAA,Target Global Acquisition I Corp. Class A Ordinary Share,0,2022,Finance,Blank Checks
TGAAU,Target Global Acquisition I Corp. Unit,0,2021,Finance,Blank Checks
TGAAW,Target Global Acquisition I Corp. Warrant,0,2022,Finance,Blank Checks
TGAN,Transphorm Inc. Common Stock,57016858,,Technology,Semiconductors
TGB,Taseko Mines Ltd. Common Stock,288637000,,Miscellaneous,Miscellaneous
TGH,Textainer Group Holdings Limited Common Shares,42400000,2007,Consumer Discretionary,Diversified Commercial Services
TGH^A,Textainer Group Holdings Limited Depositary Shares each representing a 1/1000th interest in a share of 7.000% Series A Cumulative Redeemable Perpetual Preference Shares,-1,,Miscellaneous,Miscellaneous
TGH^B,Textainer Group Holdings Limited Depositary Shares each representing a 1/1000th interest in a share of 6.250% Series B Cumulative Redeemable Perpetual Preference Shares,-1,,Miscellaneous,Miscellaneous
